# Data printout from CCMC-simulation: version PD4D-1.3
# Data type:  TIE-GCM  ionosphere
# Run name:   Nick_Gross_071624_IT_1
# Missing data:          NaN
# Coordinate System: GEO
# Satellite Track: gracefo1_512972009515
# Output data: field with 1x7181=7181 elements
# Year Month Day Hour Min Sec    Lon    Lat    H            T_n        Vn_Lon        Vn_Lat        WN        rho(O2)        rho(O)        N2        rho(NO)        rho(N4S)        HE        N_e        T_e        T_i        TEC        N(O2+)        N(O+)        PHI        Vi_Lon        Vi_Lat        Vi_IP        DEN        QJOULE        HMF2        NMF2        Z        ZG        SIGMA_PED        SIGMA_HAL        NO_COOL        T_lbc        Vlbc_Lon        Vlbc_Lat        TN_lbc        VN,lbc_Lon        VN,lbc_Lat        NmF2        HmF2        
#  [year]  [month]  [day]  [h]  [m]  [s]  [deg]  [deg]  [km]  [K]  [m/s]  [m/s]  [m/s]  [mmr]  [mmr]  [mmr]  [mmr]  [mmr]  [mmr]  [cm-3]  [K]  [K]  [TECU]  [cm-3]  [cm-3]  [V]  [m/s]  [m/s]  [m/s]  [kg/m3]  [mW/kg]  [km]  [cm-3]  [km]  [km]  [S/m]  [S/m]  [mW/kg]  [K]  [m/s]  [m/s]  [K]  [m/s]  [m/s]  [cm-3]  [km]
2024  05  13  19  46   0.000     -9.7538     -88.210      484.57      1115.7     -33.497     -250.04      2.3147   0.0011922     0.95691    0.041903  1.4630E-05   0.0031751      0.0000  1.9180E+05      2741.1      1423.4      10.656      4.2151  1.8437E+05     -20438.     -315.46     -306.97      58.742  1.1819E-12      28946.      337.36  3.4727E+05      497.44      484.57  9.5026E-08  1.5332E-11      1.5458      181.63      10.147    -0.74735      181.63      10.145    -0.75216  3.4429E+05      320.79
2024  05  13  19  47   0.000      111.42     -87.440      485.13      1095.3      169.24      114.40     -6.9963  0.00081212     0.96567    0.033515  7.3500E-06   0.0028500      0.0000  1.7115E+05      2795.3      1345.5      9.5535      2.7366  1.6491E+05     -29025.      122.73     -17.151      18.701  1.1421E-12      9848.5      325.51  3.1293E+05      497.98      485.12  7.3617E-08  1.0859E-11     0.72684      181.26     -10.013      3.1925      181.26     -10.012      3.1971  3.1212E+05      308.88
2024  05  13  19  48   0.000      125.36     -83.760      485.68      1094.7     -35.472      145.88     -1.0642   0.0011317     0.95971    0.039158  1.2590E-05   0.0024032      0.0000  1.5685E+05      2826.5      1339.9      9.6924      3.7142  1.5090E+05     -28029.     -145.65     -7.4962     -17.007  1.0997E-12      9831.5      308.87  3.1957E+05      498.50      485.68  5.9017E-08  7.9770E-12      1.1891      181.17     -13.591     -2.2693      181.17     -13.593     -2.2633  3.2870E+05      294.84
2024  05  13  19  49   0.000      128.71     -79.980      486.24      1096.3     -201.49      160.27      1.5645   0.0013882     0.95487    0.043749  1.6957E-05   0.0021109      0.0000  1.4813E+05      2851.4      1340.9      9.5944      4.4533  1.4219E+05     -22881.     -245.40     -33.642     -25.020  1.0684E-12      10400.      306.47  3.2123E+05      499.00      486.24  4.9897E-08  6.2757E-12      1.5508      180.81     -15.845     -7.3300      180.81     -15.851     -7.3216  3.4637E+05      294.02
2024  05  13  19  50   0.000      130.10     -76.180      486.78      1090.9     -344.83      187.98      3.4391   0.0013522     0.95594    0.042713  1.6132E-05   0.0020353      0.0000  1.4959E+05      2800.7      1339.5      10.460      4.1202  1.4294E+05     -14999.     -373.73     -2.7186     -22.049  1.0304E-12      9765.6      303.61  3.7610E+05      499.48      486.78  4.5212E-08  5.2665E-12      1.4007      180.40     -17.288     -12.614      180.40     -17.297     -12.603  4.2497E+05      292.86
2024  05  13  19  51   0.000      130.80     -72.380      487.32      1079.3     -424.46      206.69      2.0650   0.0011621     0.96058    0.038257  1.3633E-05   0.0022383      0.0000  1.4015E+05      2906.8      1345.4      8.9553      3.3793  1.3412E+05     -3382.5     -440.05     -15.182     -20.519  9.6081E-13      12196.      315.27  3.1598E+05      499.93      487.32  3.7717E-08  4.0112E-12      1.0824      180.32     -19.589     -18.075      180.32     -19.601     -18.060  3.4045E+05      305.74
2024  05  13  19  52   0.000      131.16     -68.580      487.84      1065.5     -409.89      193.05    -0.85243  0.00096299     0.96604    0.033004  1.1071E-05   0.0019518      0.0000  1.0632E+05      3370.5      1307.1      5.4096      2.8501  1.0287E+05      8565.4     -395.51     -33.204     -13.893  8.9308E-13      9565.8      344.33  1.6462E+05      500.33      487.85  2.5742E-08  2.4991E-12     0.79960      180.78     -22.622     -23.201      180.78     -22.637     -23.182  1.6058E+05      343.77
2024  05  13  19  53   0.000      131.35     -64.770      488.35      1053.7     -328.05      157.30     -2.3468  0.00088127     0.96871    0.030405  1.0215E-05  0.00097130      0.0000      54050.      3931.0      1227.7      2.7402      2.7352      52719.      17879.     -228.23     -70.883     -5.2272  8.4004E-13      5860.9      360.30      84049.      500.72      488.35  1.1922E-08  1.0527E-12     0.67344      181.02     -24.453     -27.667      181.02     -24.471     -27.646      70321.      349.66
2024  05  13  19  54   0.000      131.43     -60.970      488.83      1047.5     -205.59      102.92     -1.3750  0.00091107     0.96803    0.031055  9.9475E-06  0.00053129      0.0000      47079.      3836.3      1332.7      2.8998      2.7135      45649.      19139.      156.20     -123.79      5.7378  8.0530E-13      14939.      349.75      78076.      501.07      488.83  9.9240E-09  8.4018E-13     0.61416      181.10     -26.059     -30.794      181.10     -26.078     -30.771      78624.      301.89
2024  05  13  19  55   0.000      131.44     -57.160      489.28      1044.5     -70.559      64.307     -2.1548  0.00098937     0.96598    0.033030  1.2059E-05  0.00065645      0.0000      46940.      3606.9      1247.8      5.0651      4.4170      44863.      11835.      199.33     -77.954      6.4425  7.8842E-13      7959.6      292.29  1.2680E+05      501.37      489.28  9.4061E-09  7.7108E-13     0.72497      181.36     -24.316     -31.178      181.36     -24.335     -31.153  1.6870E+05      125.82
2024  05  13  19  56   0.000      131.40     -53.350      489.71      1041.4     -5.2241      43.234     -2.5096   0.0010502     0.96433    0.034619  1.5024E-05   0.0011214      0.0000      44051.      3657.0      1152.0      4.6563      4.6063      42184.      8162.2      85.268     -36.714      4.2861  7.8694E-13      1111.3      274.53  1.3431E+05      501.63      489.70  8.7705E-09  7.0891E-13     0.89383      181.70     -21.499     -29.495      181.71     -21.517     -29.470  1.5991E+05      126.74
2024  05  13  19  57   0.000      131.32     -49.550      490.09      1036.5      9.2071      34.063     -1.4463   0.0011022     0.96279    0.036109  1.4892E-05   0.0010543      0.0000      34988.      4255.2      1120.0      1.9845      3.4390      34158.      6448.9      56.058     -35.301      5.7364  7.8933E-13      421.79      344.91      45824.      501.85      490.09  7.2405E-09  5.8918E-13     0.87667      181.95     -16.101     -25.523      181.96     -16.116     -25.502      49829.      288.70
2024  05  13  19  58   0.000      131.22     -45.740      490.44      1021.3     -5.4197      31.025     -1.2139  0.00090271     0.96669    0.032407  1.0293E-05  0.00077465      0.0000      36304.      4123.1      1109.8      1.6335      2.6567      35541.      5107.6      43.084     -40.585      8.8028  7.8686E-13      468.12      387.28      35554.      502.03      490.43  7.7697E-09  6.4221E-13     0.58567      182.20     -7.6507     -20.047      182.21     -7.6625     -20.031      43642.      381.63
2024  05  13  19  59   0.000      131.10     -41.930      490.74      995.96     -51.590      25.173     -2.3355  0.00050630     0.97643    0.023066  4.2528E-06  0.00051167      0.0000      36315.      4205.9      1090.8      1.6122      1.4982      35584.      4221.9      25.417     -48.228      13.603  7.7676E-13      713.15      388.33      34824.      502.16      490.74  8.0175E-09  6.7045E-13     0.22694      182.56      3.0288     -12.769      182.57      3.0210     -12.761      43427.      382.21
2024  05  13  20  00   0.000      130.97     -38.120      490.99      975.42     -90.842      10.303     -3.3305  0.00027540     0.98357    0.016150  1.6703E-06  0.00029857      0.0000      35157.      4378.6      1072.5      1.5264     0.82494      34490.      3883.8      4.8939     -57.547      20.419  7.6248E-13      849.34      391.52      32510.      502.24      490.99  8.0311E-09  6.7678E-13    0.083165      183.27      15.902     -4.7797      183.28      15.897     -4.7794      41445.      381.88
2024  05  13  20  01   0.000      130.82     -34.320      491.19      965.11     -90.905     -8.6502     -3.6474  0.00021099     0.98640    0.013394  1.2505E-06  0.00027814      0.0000      34203.      4537.3      1057.0      1.4495     0.63835      33583.      4048.2     -13.567     -65.327      28.319  7.5140E-13      594.86      393.81      30958.      502.28      491.19  8.1814E-09  6.9888E-13    0.059705      183.18      28.086      2.6667      183.19      28.084      2.6577      39817.      392.55
2024  05  13  20  02   0.000      130.67     -30.510      491.33      963.59     -69.935     -23.130     -3.4681  0.00021493     0.98634    0.013440  1.3988E-06  0.00046070      0.0000      34052.      4609.4      1050.7      1.4098     0.65426      33444.      4579.0     -27.762     -69.786      36.354  7.4819E-13      326.42      395.19      31104.      502.28      491.33  8.7047E-09  7.6623E-13    0.066198      183.45      38.243      8.5187      183.45      38.243      8.5010      39339.      395.52
2024  05  13  20  03   0.000      130.50     -26.700      491.42      967.45     -57.778     -30.873     -3.1590  0.00023876     0.98494    0.014823  1.6896E-06  0.00074655      0.0000      35099.      4555.4      1055.1      1.4252     0.72453      34460.      5338.9     -37.714     -70.212      43.610  7.5186E-13      250.26      393.61      33194.      502.24      491.41  9.7693E-09  9.0038E-13    0.081146      183.25      45.482      12.413      183.25      45.484      12.389      40522.      397.50
2024  05  13  20  04   0.000      130.34     -22.890      491.44      973.80     -60.917     -35.015     -3.1262  0.00026357     0.98333    0.016410  1.9974E-06   0.0010726      0.0000      37575.      4367.7      1066.4      1.5046     0.78618      36847.      6204.6     -44.153     -66.312      49.129  7.5944E-13      258.28      388.09      37715.      502.15      491.44  1.1555E-08  1.1276E-12    0.098525      182.54      48.008      14.176      182.54      48.011      14.148      43911.      399.01
2024  05  13  20  05   0.000      130.16     -19.080      491.39      982.39     -70.949     -38.296     -3.1566  0.00030393     0.98120    0.018498  2.4377E-06   0.0012541      0.0000      41526.      4071.8      1083.0      1.6480     0.87901      40632.      7091.9     -48.384     -58.709      52.245  7.6908E-13      286.04      380.65      44847.      502.03      491.40  1.4217E-08  1.4768E-12     0.12441      181.27      42.464      12.497      181.27      42.465      12.467      49829.      391.57
2024  05  13  20  06   0.000      129.99     -15.270      491.28      994.06     -81.491     -40.168     -3.0418  0.00037945     0.97788    0.021747  3.2378E-06   0.0011601      0.0000      47509.      3694.0      1106.4      1.8729      1.0471      46337.      7918.9     -49.897     -48.458      52.405  7.8026E-13      341.31      374.46      55614.      501.84      491.29  1.8247E-08  2.0276E-12     0.17234      179.26      35.075      8.7142      179.25      35.076      8.6861      59407.      389.67
2024  05  13  20  07   0.000      129.81     -11.460      491.11      1007.8     -90.765     -40.208     -2.9241  0.00048355     0.97367    0.025849  4.4236E-06  0.00094258      0.0000      56468.      3266.0      1136.3      2.1944      1.2569      54817.      8628.2     -48.475     -37.083      49.880  7.9206E-13      449.74      373.14      71825.      501.62      491.11  2.4295E-08  2.8851E-12     0.24617      176.76      28.119      4.8749      176.76      28.118      4.8516      74518.      387.14
2024  05  13  20  08   0.000      129.63     -7.6600      490.86      1022.3     -100.05     -38.843     -2.9184  0.00060437     0.96910    0.030300  5.9794E-06  0.00074598      0.0000      75856.      2623.2      1176.5      2.6974      1.3933      73139.      9204.5     -50.252     -26.543      45.922  8.0372E-13      666.32      383.58      99704.      501.35      490.86  3.6501E-08  4.6338E-12     0.34788      174.17      20.752    -0.19620      174.15      20.749    -0.21261  1.0194E+05      399.58
2024  05  13  20  09   0.000      129.45     -3.8400      490.55      1036.6     -111.60     -37.198     -3.0841  0.00073674     0.96435    0.034909  7.8872E-06  0.00058096      0.0000  1.0148E+05      1788.4      1186.7      3.1243      1.4092      97381.      9681.3     -52.327     -17.798      42.198  8.1656E-13      1049.8      401.88  1.3171E+05      501.03      490.55  5.3637E-08  7.2089E-12     0.48009      171.61      15.293     -4.8338      171.60      15.290     -4.8419  1.3091E+05      423.32
2024  05  13  20  10   0.000      129.26   -0.030000      490.17      1050.7     -124.19     -36.222     -3.3281  0.00088935     0.95933    0.039780  1.0392E-05  0.00042241      0.0000  1.0233E+05      1750.4      1183.9      2.6430      2.7719      98498.      10044.     -58.930     -11.062      39.547  8.3197E-13      1184.5      433.38  1.2744E+05      500.66      490.16  5.8851E-08  8.3314E-12     0.66567      169.93      13.948     -7.8787      169.92      13.945     -7.8782  1.1523E+05      455.59
2024  05  13  20  11   0.000      129.08      3.7800      489.72      1065.0     -131.64     -34.438     -3.4771   0.0010715     0.95380    0.045123  1.3616E-05  0.00027859      0.0000      58656.      3113.8      1184.8      1.5600      8.9554      59093.      10292.     -64.114     -5.5552      38.049  8.4924E-13      704.88      476.43      82211.      500.23      489.72  3.7471E-08  5.5116E-12     0.91906      168.87      14.774     -9.3436      168.86      14.771     -9.3350      63822.      514.86
2024  05  13  20  12   0.000      128.90      7.5900      489.21      1079.5     -132.91     -29.492     -3.5518   0.0012873     0.94773    0.050978  1.7640E-05  0.00019517      0.0000      23998.      4315.8      1139.2      1.0202      30.611      24092.      10346.     -66.363    -0.74280      37.644  8.6628E-13      278.65      530.81      37821.      499.76      489.21  1.5621E-08  2.3200E-12      1.2511      168.85      18.554     -8.2033      168.84      18.550     -8.1880      34792.      569.49
2024  05  13  20  13   0.000      128.72      11.400      488.64      1093.8     -140.12     -20.107     -3.4838   0.0015112     0.94177    0.056721  2.1954E-05  0.00017034      0.0000      26113.      4426.5      1156.8      1.1193      42.530      24823.      10235.     -63.379      4.1639      38.073  8.8312E-13      364.76      540.00      30337.      499.25      488.64  1.6314E-08  2.4700E-12      1.6291      169.87      19.852     -5.1645      169.87      19.848     -5.1444      34009.      563.17
2024  05  13  20  14   0.000      128.54      15.210      488.02      1106.2     -161.40     -5.9711     -3.3121   0.0016982     0.93716    0.061145  2.5843E-05  0.00019064      0.0000      39117.      4232.9      1194.5      1.4691      44.081      35564.      9943.9     -58.623      9.9601      40.103  9.0029E-13      838.07      512.96      32206.      498.70      488.01  2.3131E-08  3.5486E-12      1.9984      171.55      24.774     0.13001      171.55      24.770     0.15269      40579.      513.00
2024  05  13  20  15   0.000      128.36      19.030      487.33      1116.8     -191.21      11.259     -3.0829   0.0018314     0.93421    0.063953  2.8995E-05  0.00023612      0.0000      49487.      4005.0      1228.6      1.9533      47.528      43804.      9548.6     -52.477      17.496      43.789  9.1844E-13      1706.1      488.93      36095.      498.11      487.33  2.7583E-08  4.2184E-12      2.3288      173.60      30.448      6.2303      173.60      30.444      6.2534      50637.      464.38
2024  05  13  20  16   0.000      128.19      22.840      486.61      1125.6     -225.33      31.229     -2.9276   0.0019056     0.93316    0.064934  3.1219E-05  0.00032531      0.0000      57634.      3854.8      1259.2      2.5384      48.597      50646.      9058.1     -51.516      27.134      48.647  9.3836E-13      3020.6      458.72      42546.      497.50      486.61  3.0284E-08  4.5633E-12      2.6004      176.03      31.977      11.806      176.03      31.973      11.827      64619.      415.57
2024  05  13  20  17   0.000      128.02      26.650      485.83      1133.9     -259.89      50.568     -2.8248   0.0019769     0.93288    0.065136  3.3218E-05  0.00048871      0.0000      63896.      3783.1      1288.2      3.1883      49.017      56042.      8470.5     -49.788      38.934      53.502  9.6013E-13      4783.2      425.19      50566.      496.86      485.83  3.1585E-08  4.6640E-12      2.8688      178.45      33.010      15.673      178.45      33.005      15.691      83035.      369.10
2024  05  13  20  18   0.000      127.86      30.470      485.02      1144.3     -286.53      59.455     -2.4189   0.0021902     0.93048    0.067327  3.7440E-05  0.00077817      0.0000      68782.      3768.4      1314.0      3.8856      53.569      60342.      7776.0     -50.424      51.209      56.425  9.8946E-13      6396.0      388.71      61560.      496.20      485.02  3.2131E-08  4.7115E-12      3.4039      180.72      32.492      18.457      180.72      32.487      18.471  1.0640E+05      335.55
2024  05  13  20  19   0.000      127.71      34.280      484.18      1159.0     -287.76      45.420     -1.7134   0.0026267     0.92368    0.073692  4.6114E-05   0.0012492      0.0000      73626.      3788.7      1333.9      4.5681      64.481      64605.      6990.3     -47.902      62.583      56.535  1.0235E-12      7061.4      355.73      77364.      495.52      484.18  3.2594E-08  4.7644E-12      4.4531      182.43      28.631      19.033      182.43      28.625      19.043  1.3042E+05      312.48
2024  05  13  20  20   0.000      127.56      38.100      483.31      1179.0     -261.53      12.828     -1.1807   0.0032145     0.91184    0.084944  5.8824E-05   0.0021316      0.0000      78877.      3831.4      1350.7      5.1762      80.194      69109.      6169.9     -42.079      71.604      53.586  1.0562E-12      6741.9      333.76      97668.      494.82      483.31  3.2978E-08  4.7659E-12      6.0239      183.85      22.786      17.517      183.86      22.781      17.522  1.4948E+05      301.66
2024  05  13  20  21   0.000      127.43      41.920      482.43      1209.4     -232.28     -15.587    -0.48533   0.0041000     0.88952     0.10638  8.0233E-05   0.0036892      0.0000      84270.      3870.1      1380.1      5.7132      106.21      73461.      5430.5     -33.742      76.549      47.756  1.0841E-12      6526.3      321.82  1.1912E+05      494.12      482.43  3.3073E-08  4.6778E-12      8.7038      184.66      17.835      14.403      184.67      17.830      14.406  1.6209E+05      301.93
2024  05  13  20  22   0.000      127.31      45.730      481.53      1249.2     -217.50     -26.922     0.18699   0.0054324     0.85577     0.13880  0.00011786   0.0056040      0.0000      89041.      3891.2      1423.1      6.1933      146.32      77166.      4823.7     -24.085      78.142      40.621  1.1061E-12      6748.5      313.35  1.3650E+05      493.42      481.53  3.2653E-08  4.4711E-12      13.426      185.08      11.509      11.086      185.08      11.506      11.086  1.6953E+05      301.18
2024  05  13  20  23   0.000      127.21      49.550      480.62      1287.7     -215.95     -27.495     0.21786   0.0069733     0.82091     0.17212  0.00016846   0.0072596      0.0000      92835.      3906.9      1467.3      6.6335      191.01      80277.      4395.4     -12.337      76.811      32.971  1.1257E-12      7387.3      304.45  1.4948E+05      492.71      480.62  3.2094E-08  4.2516E-12      19.901      184.97      5.9442      7.7188      184.97      5.9418      7.7175  1.7610E+05      289.53
2024  05  13  20  24   0.000      127.13      53.370      479.72      1321.2     -218.63     -26.186    0.057300   0.0086106     0.78899     0.20240  0.00022669   0.0084441      0.0000      95636.      3923.2      1507.5      7.0168      236.73      82760.      4207.9      1.7600      72.225      25.057  1.1472E-12      8273.0      295.27  1.5968E+05      491.99      479.72  3.1643E-08  4.0888E-12      27.582      184.44      1.4882      4.7663      184.45      1.4867      4.7641  1.8141E+05      278.92
2024  05  13  20  25   0.000      127.09      57.190      478.83      1352.8     -222.36     -25.206    0.083965    0.010567     0.75664     0.23280  0.00029838   0.0091983      0.0000      97226.      3937.2      1546.2      7.3039      292.15      84294.      4377.3      18.268      63.530      17.203  1.1772E-12      9299.9      285.68  1.6662E+05      491.27      478.83  3.1379E-08  4.0303E-12      37.482      183.74     -1.1640      2.4549      183.74     -1.1644      2.4526  1.8410E+05      272.63
2024  05  13  20  26   0.000      127.10      61.010      477.94      1385.6     -228.58     -24.044     0.11899    0.012959     0.72191     0.26513  0.00038883   0.0096361      0.0000      97508.      3947.6      1587.2      7.4878      361.04      84671.      4968.7      35.876      52.182      10.196  1.2116E-12      10507.      275.52  1.7019E+05      490.54      477.94  3.1021E-08  3.9822E-12      50.315      183.00     -3.4624     0.87031      183.00     -3.4622     0.86791  1.8382E+05      265.16
2024  05  13  20  27   0.000      127.18      64.820      477.09      1419.5     -249.90     -20.699    -0.13254    0.015687     0.68638     0.29794  0.00049961   0.0096732      0.0000      94683.      4001.7      1633.8      7.5224      452.50      81982.      6024.1      49.449      41.541      5.3847  1.2505E-12      12288.      264.40  1.7240E+05      489.83      477.09  2.9977E-08  3.8625E-12      66.413      182.20     -4.7038   -0.028645      182.20     -4.7032   -0.030881  1.8215E+05      248.75
2024  05  13  20  28   0.000      127.38      68.640      476.25      1435.9     -267.47     -13.450    -0.36435    0.017108     0.67168     0.31120  0.00056135   0.0099094      0.0000      91916.      4068.2      1660.2      7.7904      523.08      79100.      7351.4      60.732      32.471      2.2450  1.2964E-12      13835.      252.93  1.8262E+05      489.13      476.25  2.9681E-08  3.9184E-12      77.357      181.60     -4.9325    -0.54526      181.60     -4.9318    -0.54741  1.8841E+05      241.82
2024  05  13  20  29   0.000      127.75      72.460      475.46      1433.3     -219.91     -5.4790      1.1363    0.016780     0.67850     0.30472  0.00055230    0.010424      0.0000      92169.      4087.5      1666.6      8.9533      575.80      78172.      9301.6      127.42      35.495    0.013928  1.3465E-12      15383.      216.14  2.1382E+05      488.44      475.45  3.0952E-08  4.2768E-12      79.547      181.28     -5.6896    -0.76355      181.28     -5.6889    -0.76557  2.3837E+05      127.69
2024  05  13  20  30   0.000      128.45      76.270      474.70      1426.6     -164.59     0.23057      3.2941    0.015774     0.69169     0.29254  0.00050928    0.010284      0.0000      86471.      4102.6      1733.1      8.3244      564.17      72982.      13739.      281.54      60.036     -1.1994  1.3873E-12      24137.      235.04  2.0542E+05      487.77      474.70  3.0851E-08  4.4937E-12      76.325      181.14     -6.0699    -0.82947      181.14     -6.0691    -0.83146  2.0988E+05      214.70
2024  05  13  20  31   0.000      129.88      80.080      473.98      1414.7     -250.50     -6.2388      1.3025    0.014065     0.71314     0.27280  0.00044822    0.010584      0.0000      96204.      4043.4      1683.3      8.3700      460.28      82720.      20960.      134.96      66.270      1.0949  1.4241E-12      21778.      272.03  2.0705E+05      487.13      473.98  3.7020E-08  5.6438E-12      69.861      180.99     -5.9545    -0.61667      180.99     -5.9541    -0.61875  2.0734E+05      252.06
2024  05  13  20  32   0.000      133.35      83.870      473.31      1400.1     -407.34     -11.504     0.28304    0.012685     0.72918     0.25814  0.00039848    0.011103      0.0000      94004.      4049.7      1532.1      8.3924      457.06      80337.      19176.     -241.53      82.085      1.0448  1.5219E-12      4807.8      267.14  2.1338E+05      486.50      473.31  3.9171E-08  6.4837E-12      66.765      180.96     -6.0779    0.042841      180.96     -6.0776    0.040609  2.1404E+05      257.14
2024  05  13  20  33   0.000      148.35      87.560      472.69      1415.1     -462.01      124.49    -0.68081    0.012091     0.73377     0.25415  0.00037254    0.011520      0.0000  1.0543E+05      4013.4      1532.9      9.0533      432.52      91363.      10691.     -341.90      187.97     -4.1505  1.6238E-12      2806.2      264.81  2.2327E+05      485.91      472.69  4.8965E-08  8.8425E-12      68.470      181.00     -6.1267      1.9137      181.00     -6.1272      1.9114  2.2382E+05      252.69
2024  05  13  20  34   0.000     -89.221      88.090      472.13      1422.7      325.57      379.66     -1.0113    0.010979     0.73880     0.25022  0.00033605    0.012136      0.0000  1.4950E+05      3876.7      1587.9      11.055      316.96  1.3444E+05      191.12      378.97      214.54     -9.6775  1.6546E-12      6732.4      284.19  2.3970E+05      485.36      472.13  7.5523E-08  1.4211E-11      64.036      181.06      5.2803      4.0339      181.06      5.2787      4.0358  2.4149E+05      271.21
2024  05  13  20  35   0.000     -67.657      84.470      471.62      1397.6      372.77      195.50      3.2977    0.010354     0.74034     0.24931  0.00030484    0.012554      0.0000  2.1924E+05      3647.8      1606.2      14.085      237.58  2.0051E+05     -10312.      394.67      39.181     -13.850  1.7308E-12      8393.9      339.65  3.1010E+05      484.84      471.63  1.1937E-07  2.3627E-11      58.805      181.07      6.6209      1.5171      181.07      6.6204      1.5197  3.1333E+05      327.43
2024  05  13  20  36   0.000     -63.520      80.680      471.18      1383.7      298.62      129.92      4.6230   0.0088940     0.75627     0.23483  0.00025063    0.013013      0.0000  2.5221E+05      3550.0      1592.9      15.714      196.04  2.3126E+05     -19146.      311.61      32.655     -12.730  1.7943E-12      3964.2      345.33  3.6268E+05      484.36      471.18  1.4524E-07  3.0088E-11      50.132      181.04      7.0749     0.63890      181.04      7.0749     0.64174  3.6450E+05      333.61
2024  05  13  20  37   0.000     -61.909      76.870      470.79      1376.9      154.53      83.905      2.6490   0.0073396     0.77601     0.21665  0.00019423    0.013277      0.0000  2.8505E+05      3460.4      1596.4      17.446      156.64  2.6178E+05     -25450.      209.53      23.266     -9.6962  1.8437E-12      3222.1      345.13  4.1783E+05      483.93      470.79  1.7207E-07  3.7163E-11      40.521      180.86      7.3532    -0.23492      180.86      7.3536    -0.23186  4.1898E+05      334.46
2024  05  13  20  38   0.000     -61.126      73.050      470.47      1379.5     -44.051      46.630      2.9075   0.0067080     0.78494     0.20836  0.00017091    0.013194      0.0000  3.1214E+05      3389.3      1614.8      18.861      141.22  2.8741E+05     -29179.      53.547     -14.661     -4.8601  1.9137E-12      7663.1      345.16  4.6364E+05      483.53      470.47  1.9847E-07  4.5410E-11      37.716      180.74      7.0480     -1.1777      180.74      7.0489     -1.1746  4.5676E+05      335.51
2024  05  13  20  39   0.000     -60.714      69.220      470.21      1379.6     -231.01      14.214      3.3523   0.0059964     0.79881     0.19518  0.00014570    0.013432      0.0000  3.3031E+05      3365.3      1643.8      19.582      129.54  3.0546E+05     -25275.     -367.10     -135.71      8.5215  2.0251E-12      25520.      351.68  4.8064E+05      483.17      470.20  2.2719E-07  5.6205E-11      34.736      180.55      6.2655     -2.3413      180.55      6.2669     -2.3383  4.5646E+05      337.84
2024  05  13  20  40   0.000     -60.501      65.400      470.00      1383.0     -179.11      24.782      4.1541   0.0057539     0.80831     0.18594  0.00013613    0.014103      0.0000  3.7693E+05      3236.8      1647.5      22.888      123.11  3.4796E+05     -15593.     -327.56     -103.74      8.8719  2.1384E-12      23978.      348.40  5.5970E+05      482.87      470.00  2.7738E-07  7.3132E-11      34.833      180.15      5.3310     -3.6047      180.15      5.3331     -3.6021  5.5467E+05      335.13
2024  05  13  20  41   0.000     -60.406      61.570      469.86      1390.5     -69.829      33.317      4.5724   0.0057360     0.81099     0.18327  0.00013626    0.014952      0.0000  4.0821E+05      3128.2      1636.3      24.537      118.28  3.7680E+05     -10385.     -163.12     -52.164      3.5626  2.2037E-12      10730.      346.39  6.1276E+05      482.61      469.86  3.1394E-07  8.5583E-11      36.346      179.57      3.2425     -5.0301      179.57      3.2454     -5.0282  6.1456E+05      337.82
2024  05  13  20  42   0.000     -60.387      57.750      469.77      1386.3     -53.759      27.168      3.6419   0.0046126     0.82660     0.16878  0.00010421    0.016061      0.0000  4.3509E+05      2989.1      1625.7      25.208      89.673  4.0165E+05     -7302.1     -126.24     -39.542      2.1902  2.2528E-12      6933.5      347.84  6.5032E+05      482.40      469.78  3.5387E-07  1.0042E-10      28.719      179.15    -0.58708     -6.4432      179.14    -0.58375     -6.4426  6.6938E+05      342.13
2024  05  13  20  43   0.000     -60.420      53.920      469.74      1382.8     -52.118      20.098      3.2057   0.0035720     0.83965     0.15678  7.7001E-05    0.017388      0.0000  5.0832E+05      2591.4      1617.5      28.611      63.636  4.6720E+05     -4489.9     -111.62     -35.252      1.1061  2.3044E-12      5553.3      349.10  7.4562E+05      482.23      469.74  4.3972E-07  1.3136E-10      21.964      178.94     -5.3734     -7.7828      178.94     -5.3695     -7.7843  8.0365E+05      343.86
2024  05  13  20  44   0.000     -60.489      50.090      469.77      1383.4     -39.709      16.269      3.0588   0.0030922     0.84570     0.15120  6.5170E-05    0.018029      0.0000  5.5607E+05      2391.7      1608.1      30.949      53.106  5.0907E+05     -2368.7     -87.320     -28.642    -0.14321  2.3557E-12      3973.3      354.88  8.2041E+05      482.11      469.76  5.1637E-07  1.6315E-10      19.211      178.84     -11.648     -8.8625      178.84     -11.644     -8.8667  8.9940E+05      344.98
2024  05  13  20  45   0.000     -60.585      46.260      469.84      1385.3     -30.906      13.920      2.8856   0.0028785     0.84938     0.14774  6.0071E-05    0.018254      0.0000  5.8601E+05      2278.0      1599.9      32.308      48.322  5.3538E+05     -723.22     -71.168     -22.845    -0.54478  2.3971E-12      2909.3      358.06  8.6544E+05      482.04      469.84  5.8769E-07  1.9574E-10      18.183      179.10     -18.846     -9.3157      179.10     -18.842     -9.3230  9.5343E+05      345.80
